"id","wahlperiode","sitzung","title","description","detail","number","title_clean","week","year","category","duration","held_on","sequence","name","session_identifier"
13632,18,249,"TOP 2 Befragung der Bundesregierung","beendet","<div class=""bt-top-collapse collapse"">
                Befragung der Bundesregierung<br>zum Thema: Nationaler Strategierahmen über den Aufbau der Infrastruktur für alternative Kraftstoffe als Teil der Umsetzung der Richtlinie 2014/94/EU
                              </div>","2","Befragung der Bundesregierung",45,2016,NULL,30,"2013-06-26",2,"Befragung der Bundesregierung","TOP 2"
13633,18,249,"TOP 3 Fragestunde","beendet","<div class=""bt-top-collapse collapse"">
                Fragestunde<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/102/1810201.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/10201 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/10201</a>
                              </div>","3","Fragestunde",45,2016,NULL,35,"2013-06-26",3,"Fragestunde","TOP 3"
13634,18,249,"TOP 3 BMAS Frage 01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-26",4,"BMAS Frage 01","TOP 3"
13635,18,249,"TOP 3 BMVg Frage 01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-26",5,"BMVg Frage 01","TOP 3"
13636,18,249,"TOP 3 BMVg Frage 02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-26",6,"BMVg Frage 02","TOP 3"
13637,18,249,"TOP 3 BMVg Frage 03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-26",7,"BMVg Frage 03","TOP 3"
13638,18,249,"TOP 3 BMVg Frage 04",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-26",8,"BMVg Frage 04","TOP 3"
13639,18,249,"TOP 3 BMFSFJ Frage 08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-26",9,"BMFSFJ Frage 08","TOP 3"
13640,18,249,"TOP 3 BMFSFJ Frage 11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-26",10,"BMFSFJ Frage 11","TOP 3"
13641,18,249,"TOP 3 BMFSFJ Frage 12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-26",11,"BMFSFJ Frage 12","TOP 3"
13642,18,249,"TOP 3 BMWi Frage 34",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-26",12,"BMWi Frage 34","TOP 3"
13643,18,249,"TOP 3 BMWi Frage 35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-26",13,"BMWi Frage 35","TOP 3"
13644,18,249,"TOP 3 BMWi Frage 36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-26",14,"BMWi Frage 36","TOP 3"
13645,18,249,"TOP 3 BMJ Frage 55",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-26",15,"BMJ Frage 55","TOP 3"
13646,18,249,"TOP 3 BMJ Frage 56",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-26",16,"BMJ Frage 56","TOP 3"
13647,18,249,"TOP 3 BMF Frage 57",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-26",17,"BMF Frage 57","TOP 3"
13648,18,249,"TOP 3 BMF Frage 65",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-26",18,"BMF Frage 65","TOP 3"
13649,18,249,"TOP 3 BMF Frage 66",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-26",19,"BMF Frage 66","TOP 3"
13650,18,249,"TOP 3 BMELV Frage 70",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-26",20,"BMELV Frage 70","TOP 3"
13651,18,249,"TOP  Sitzungsende",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-26",21,"Sitzungsende","TOP"
13652,18,248,"TOP ZP  Sitzungseröffnung",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-25",0,"Sitzungseröffnung","TOP ZP"
13653,18,248,"TOP 1, ZP 1, 2 Regierungserklärung zur Bewältigung der Hochwasserkatastrophe",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-25",1,"Regierungserklärung zur Bewältigung der Hochwasserkatastrophe","TOP 1, ZP 1, 2"
13654,18,248,"TOP  Sitzungsende",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-06-25",2,"Sitzungsende","TOP"
13729,18,1,"TOP 5 Festlegung der Zahl der Vizepräsidenten",NULL,NULL,NULL,NULL,NULL,NULL,"Staat und Verwaltung",NULL,"2013-10-22",5,"Festlegung der Zahl der Vizepräsidenten","TOP 5"
13730,18,2,"TOP ZP  Sitzungseröffnung",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2013-11-18",0,"Sitzungseröffnung","TOP ZP"
13731,18,2,"TOP 1 Regierungserklärung zum EU-Gipfel Östliche Partnerschaft",NULL,NULL,NULL,NULL,NULL,NULL,"Europapolitik und Europäische Union;Staat und Verwaltung",NULL,"2013-11-18",1,"Regierungserklärung zum EU-Gipfel Östliche Partnerschaft","TOP 1"
13732,18,2,"TOP 2 Vereinbarte Debatte zu den Abhöraktivitäten der NSA",NULL,NULL,NULL,NULL,NULL,NULL,"Außenpolitik und internationale Beziehungen;Gesellschaftspolitik, soziale Gruppen;Innere Sicherheit;Medien, Kommunikation und Informationstechnik;Staat und Verwaltung",NULL,"2013-11-18",2,"Vereinbarte Debatte zu den Abhöraktivitäten der NSA","TOP 2"
13733,18,2,"TOP ZP 2 Stellenanteile der Fraktionen",NULL,NULL,NULL,NULL,NULL,NULL,"Staat und Verwaltung",NULL,"2013-11-18",4,"Stellenanteile der Fraktionen","TOP ZP 2"
13734,18,3,"TOP 1, ZP 1 Einsetzung eines Hauptausschusses",NULL,NULL,NULL,NULL,NULL,NULL,"Staat und Verwaltung",NULL,"2013-11-28",1,"Einsetzung eines Hauptausschusses","TOP 1, ZP 1"
13735,18,3,"TOP 2 Bundeswehreinsatz in Südsudan (UNMISS)",NULL,NULL,NULL,NULL,NULL,NULL,"Verteidigung;Europapolitik und Europäische Union;Außenpolitik und internationale Beziehungen",NULL,"2013-11-28",2,"Bundeswehreinsatz in Südsudan (UNMISS)","TOP 2"
13736,18,3,"TOP 3 Finanzierung der Kinderbetreuung",NULL,NULL,NULL,NULL,NULL,NULL,"Gesellschaftspolitik, soziale Gruppen;Bildung und Erziehung",NULL,"2013-11-28",3,"Finanzierung der Kinderbetreuung","TOP 3"
13737,18,3,"TOP 4 Rentenversicherungsbeitragssatz 2014",NULL,NULL,NULL,NULL,NULL,NULL,"Öffentliche Finanzen, Steuern und Abgaben;Soziale Sicherung",NULL,"2013-11-28",4,"Rentenversicherungsbeitragssatz 2014","TOP 4"
13738,18,3,"TOP 5 Klimakonferenz in Warschau",NULL,NULL,NULL,NULL,NULL,NULL,"Umwelt;Europapolitik und Europäische Union",NULL,"2013-11-28",5,"Klimakonferenz in Warschau","TOP 5"
13739,18,3,"TOP 6 Fragestunde",NULL,NULL,NULL,NULL,NULL,NULL,"Sonstiges",NULL,"2013-11-28",6,"Fragestunde","TOP 6"
13740,18,3,"TOP ZP 2 Vereinbarte Debatte zum Atomabkommen mit dem Iran",NULL,NULL,NULL,NULL,NULL,NULL,"Außenpolitik und internationale Beziehungen;Verteidigung",NULL,"2013-11-28",7,"Vereinbarte Debatte zum Atomabkommen mit dem Iran","TOP ZP 2"
13741,18,3,"TOP 7 Bundeswehreinsatz in Darfur (UNAMID)",NULL,NULL,NULL,NULL,NULL,NULL,"Verteidigung;Europapolitik und Europäische Union;Außenpolitik und internationale Beziehungen",NULL,"2013-11-28",8,"Bundeswehreinsatz in Darfur (UNAMID)","TOP 7"
13742,18,3,"TOP 8 AIFM-Steuer-Anpassungsgesetz",NULL,NULL,NULL,NULL,NULL,NULL,"Öffentliche Finanzen, Steuern und Abgaben;Recht",NULL,"2013-11-28",9,"AIFM-Steuer-Anpassungsgesetz","TOP 8"
13743,18,3,"TOP 9 Mindestlohngesetz",NULL,NULL,NULL,NULL,NULL,NULL,"Arbeit und Beschäftigung;Soziale Sicherung;Gesellschaftspolitik, soziale Gruppen",NULL,"2013-11-28",11,"Mindestlohngesetz","TOP 9"
13744,18,3,"TOP 10 Haftung bei Bankenschieflagen",NULL,NULL,NULL,NULL,NULL,NULL,"Wirtschaft;Öffentliche Finanzen, Steuern und Abgaben",NULL,"2013-11-28",12,"Haftung bei Bankenschieflagen","TOP 10"
13745,18,3,"TOP 11 EU-Verordnung „Europa für Bürgerinnen und Bürger“",NULL,NULL,NULL,NULL,NULL,NULL,"Europapolitik und Europäische Union;Gesellschaftspolitik, soziale Gruppen",NULL,"2013-11-28",13,"EU-Verordnung „Europa für Bürgerinnen und Bürger“","TOP 11"
13746,18,3,"TOP 12 Sachgrundlose Befristung in Arbeitsverträgen",NULL,NULL,NULL,NULL,NULL,NULL,"Arbeit und Beschäftigung;Wirtschaft",NULL,"2013-11-28",14,"Sachgrundlose Befristung in Arbeitsverträgen","TOP 12"
13747,18,3,"TOP ZP 3 Zukunft der Operation Active Endeavour",NULL,NULL,NULL,NULL,NULL,NULL,"Ausländerpolitik, Zuwanderung;Verteidigung;Gesellschaftspolitik, soziale Gruppen",NULL,"2013-11-28",15,"Zukunft der Operation Active Endeavour","TOP ZP 3"
13748,18,5,"TOP 5 Regierungserklärung zum Europäischen Rat","Entschließungsantrag","<div class=""bt-top-collapse collapse"">
                Abgabe einer Regierungserklärung durch die Bundeskanzlerin<br>zum Europäischen Rat am 25./26. Juni in Brüssel
                              </div>","5","Regierungserklärung zum Europäischen Rat",25,2015,"Staat und Verwaltung;Europapolitik und Europäische Union",150,"2013-12-18",1,"Regierungserklärung zum Europäischen Rat","TOP 5"
13749,18,5,"TOP 6 Preismoratorium für Arzneimittel",NULL,NULL,NULL,NULL,NULL,NULL,"Gesundheit",NULL,"2013-12-18",2,"Preismoratorium für Arzneimittel","TOP 6"
13750,18,6,"TOP GO Geschäftsordnungsdebatte",NULL,NULL,NULL,NULL,NULL,NULL,"Gesellschaftspolitik, soziale Gruppen",NULL,"2013-12-19",1,"GO Geschäftsordnungsdebatte","TOP"
13751,18,6,"TOP 7 Einsetzung von Ausschüssen",NULL,NULL,NULL,NULL,NULL,NULL,"Staat und Verwaltung",NULL,"2013-12-19",2,"Einsetzung von Ausschüssen","TOP 7"
13752,18,6,"TOP 13 Rentenversicherungsbeitragssatz 2014",NULL,NULL,NULL,NULL,NULL,NULL,"Öffentliche Finanzen, Steuern und Abgaben;Soziale Sicherung",NULL,"2013-12-19",8,"Rentenversicherungsbeitragssatz 2014","TOP 13"
13753,18,6,"TOP 14 Eheschließung gleichgeschlechtlicher Personen",NULL,NULL,NULL,NULL,NULL,NULL,"Gesellschaftspolitik, soziale Gruppen",NULL,"2013-12-19",9,"Eheschließung gleichgeschlechtlicher Personen","TOP 14"
13754,18,6,"TOP 16 Betreuungsgeld",NULL,NULL,NULL,NULL,NULL,NULL,"Gesellschaftspolitik, soziale Gruppen;Bildung und Erziehung;Europapolitik und Europäische Union;Öffentliche Finanzen, Steuern und Abgaben",NULL,"2013-12-19",11,"Betreuungsgeld","TOP 16"
13755,18,6,"TOP 17 NATO-Bündnisfall",NULL,NULL,NULL,NULL,NULL,NULL,"Außenpolitik und internationale Beziehungen;Europapolitik und Europäische Union;Verteidigung",NULL,"2013-12-19",12,"NATO-Bündnisfall","TOP 17"
13756,18,7,"TOP 1 Befragung der Bundesregierung","beendet","<div class=""bt-top-collapse collapse"">
                Thema:  Bericht der Bundesregierung zur  internationalen Kooperation in Bildung,  Wissenschaft und Forschung 2014 -2016
                              </div>","1","Befragung der Bundesregierung",26,2017,"Sonstiges",50,"2014-01-15",1,"Befragung der Bundesregierung","TOP 1"
13757,18,7,"TOP 2 Fragestunde","beendet","<div class=""bt-top-collapse collapse"">
                Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/128/1812876.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12876 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12876</a>
                              </div>","2","Fragestunde",26,2017,"Sonstiges",105,"2014-01-15",2,"Fragestunde","TOP 2"
13758,18,7,"TOP ZP 1 Aktuelle Stunde zu den No-Spy-Verhandlungen",NULL,NULL,NULL,NULL,NULL,NULL,"Außenpolitik und internationale Beziehungen;Gesellschaftspolitik, soziale Gruppen;Medien, Kommunikation und Informationstechnik;Staat und Verwaltung",NULL,"2014-01-15",3,"Aktuelle Stunde zu den No-Spy-Verhandlungen","TOP ZP 1"
13759,18,8,"TOP 3 Pisa-Studie 2012",NULL,NULL,NULL,NULL,NULL,NULL,"Bildung und Erziehung;Gesellschaftspolitik, soziale Gruppen",NULL,"2014-01-16",1,"Pisa-Studie 2012","TOP 3"
13760,18,8,"TOP 4 Jahresbericht 2012 des Wehrbeauftragten",NULL,NULL,NULL,NULL,NULL,NULL,"Verteidigung;Staat und Verwaltung",NULL,"2014-01-16",2,"Jahresbericht 2012 des Wehrbeauftragten","TOP 4"
13761,18,8,"TOP 5 Karenzzeit für ausscheidende Regierungsmitglieder",NULL,NULL,NULL,NULL,NULL,NULL,"Öffentliche Finanzen, Steuern und Abgaben;Staat und Verwaltung;Politisches Leben, Parteien",NULL,"2014-01-16",3,"Karenzzeit für ausscheidende Regierungsmitglieder","TOP 5"
13762,18,8,"TOP ZP 3 Aktuelle Stunde zu den Kosten des Rentenpakets",NULL,NULL,NULL,NULL,NULL,NULL,"Öffentliche Finanzen, Steuern und Abgaben;Soziale Sicherung",NULL,"2014-01-16",8,"Aktuelle Stunde zu den Kosten des Rentenpakets","TOP ZP 3"
13763,18,8,"TOP 9 Bundeswehreinsatz Operation Fence (Türkei)",NULL,NULL,NULL,NULL,NULL,NULL,"Verteidigung;Europapolitik und Europäische Union;Außenpolitik und internationale Beziehungen",NULL,"2014-01-16",9,"Bundeswehreinsatz Operation Fence (Türkei)","TOP 9"
13764,18,8,"TOP 10 Bundeswehreinsatz Operation Active Endeavour",NULL,NULL,NULL,NULL,NULL,NULL,"Verteidigung;Europapolitik und Europäische Union;Außenpolitik und internationale Beziehungen",NULL,"2014-01-16",10,"Bundeswehreinsatz Operation Active Endeavour","TOP 10"
13765,18,8,"TOP 11 Erwerbsminderungsschutz",NULL,NULL,NULL,NULL,NULL,NULL,"Arbeit und Beschäftigung",NULL,"2014-01-16",11,"Erwerbsminderungsschutz","TOP 11"
13766,18,8,"TOP 12 Staatsangehörigkeitsrecht",NULL,NULL,NULL,NULL,NULL,NULL,"Recht;Staat und Verwaltung",NULL,"2014-01-16",12,"Staatsangehörigkeitsrecht","TOP 12"
13767,18,8,"TOP 13 Atomwaffen","Beschlussempfehlung","<div class=""bt-top-collapse collapse"">
                Beratung der Beschlussempfehlung und des Berichts des Auswärtigen Ausschusses zu dem Antrag der Fraktion DIE LINKE.<br>Atomwaffen ächten<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/002/1800287.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/287 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/287</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/003/1800399.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/399 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/399</a>
                              </div>","13","Atomwaffen",14,2014,"Energie;Umwelt;Verteidigung;Außenpolitik und internationale Beziehungen",30,"2014-01-16",13,"Atomwaffen","TOP 13"
13768,18,9,"TOP 15 Arbeitsprogramm der Europäischen Kommission",NULL,NULL,NULL,NULL,NULL,NULL,"Europapolitik und Europäische Union",NULL,"2014-01-17",1,"Arbeitsprogramm der Europäischen Kommission","TOP 15"
13769,18,9,"TOP 16 Flüchtlingspolitik der Europäischen Union",NULL,NULL,NULL,NULL,NULL,NULL,"Europapolitik und Europäische Union;Ausländerpolitik, Zuwanderung;Gesellschaftspolitik, soziale Gruppen",NULL,"2014-01-17",2,"Flüchtlingspolitik der Europäischen Union","TOP 16"
13770,18,9,"TOP ZP 4 Vergünstigungen für stromintensive Unternehmen",NULL,NULL,NULL,NULL,NULL,NULL,"Wirtschaft;Energie;Öffentliche Finanzen, Steuern und Abgaben",NULL,"2014-01-17",3,"Vergünstigungen für stromintensive Unternehmen","TOP ZP 4"
13771,18,10,"TOP 1 Regierungserklärung durch die Bundeskanzlerin",NULL,NULL,NULL,NULL,NULL,NULL,"Staat und Verwaltung",NULL,"2014-01-29",1,"Regierungserklärung durch die Bundeskanzlerin","TOP 1"
13772,18,10,"TOP 1 Außen, Europa, Menschenrechte, Bundeswehr-Einsätze",NULL,NULL,NULL,NULL,NULL,NULL,"Verteidigung;Europapolitik und Europäische Union;Außenpolitik und internationale Beziehungen;Gesellschaftspolitik, soziale Gruppen",NULL,"2014-01-29",2,"Außen, Europa, Menschenrechte, Bundeswehr-Einsätze","TOP 1"
13773,18,10,"TOP 2 Bundeswehr-Einsatz OAF (Türkei)",NULL,NULL,NULL,NULL,NULL,NULL,"Verteidigung;Europapolitik und Europäische Union;Außenpolitik und internationale Beziehungen",NULL,"2014-01-29",3,"Bundeswehr-Einsatz OAF (Türkei)","TOP 2"
13774,18,10,"TOP 3 Bundeswehr-Einsatz OAE",NULL,NULL,NULL,NULL,NULL,NULL,"Verteidigung;Europapolitik und Europäische Union;Außenpolitik und internationale Beziehungen",NULL,"2014-01-29",4,"Bundeswehr-Einsatz OAE","TOP 3"
13775,18,10,"TOP 1 Verteidigung",NULL,NULL,NULL,NULL,NULL,NULL,"Verteidigung",NULL,"2014-01-29",6,"Verteidigung","TOP 1"
13776,18,10,"TOP 1 Wirtschaftliche Zusammenarbeit",NULL,NULL,NULL,NULL,NULL,NULL,"Entwicklungspolitik",NULL,"2014-01-29",7,"Wirtschaftliche Zusammenarbeit","TOP 1"
13777,18,11,"TOP 1 Wirtschaft und Energie",NULL,NULL,NULL,NULL,NULL,NULL,"Energie;Wirtschaft",NULL,"2014-01-30",1,"Wirtschaft und Energie","TOP 1"
13778,18,11,"TOP 1 Finanzen und Haushalt",NULL,NULL,NULL,NULL,NULL,NULL,"Öffentliche Finanzen, Steuern und Abgaben",NULL,"2014-01-30",2,"Finanzen und Haushalt","TOP 1"
13779,18,11,"TOP 1 Arbeit und Soziales",NULL,NULL,NULL,NULL,NULL,NULL,"Arbeit und Beschäftigung",NULL,"2014-01-30",6,"Arbeit und Soziales","TOP 1"
13780,18,11,"TOP 1 Gesundheit",NULL,NULL,NULL,NULL,NULL,NULL,"Gesundheit",NULL,"2014-01-30",7,"Gesundheit","TOP 1"
13781,18,11,"TOP 1 Ernährung und Landwirtschaft",NULL,NULL,NULL,NULL,NULL,NULL,"Landwirtschaft und Ernährung",NULL,"2014-01-30",8,"Ernährung und Landwirtschaft","TOP 1"
13782,18,11,"TOP 1 Innen",NULL,NULL,NULL,NULL,NULL,NULL,"Innere Sicherheit",NULL,"2014-01-30",9,"Innen","TOP 1"
13783,18,11,"TOP 1 Recht und Verbraucherschutz",NULL,NULL,NULL,NULL,NULL,NULL,"Gesellschaftspolitik, soziale Gruppen;Recht",NULL,"2014-01-30",10,"Recht und Verbraucherschutz","TOP 1"
13784,18,11,"TOP 1 Familie, Senioren, Frauen und Jugend",NULL,NULL,NULL,NULL,NULL,NULL,"Gesellschaftspolitik, soziale Gruppen",NULL,"2014-01-30",11,"Familie, Senioren, Frauen und Jugend","TOP 1"
13785,18,12,"TOP  GO-Antrag auf Ergänzung der Tagesordnung",NULL,NULL,NULL,NULL,NULL,NULL,"Gesellschaftspolitik, soziale Gruppen",NULL,"2014-01-31",1,"GO-Antrag auf Ergänzung der Tagesordnung","TOP"
13786,18,12,"TOP 1 Verkehr und digitale Infrastruktur",NULL,NULL,NULL,NULL,NULL,NULL,"Verkehr;Medien, Kommunikation und Informationstechnik",NULL,"2014-01-31",3,"Verkehr und digitale Infrastruktur","TOP 1"
13787,18,12,"TOP 1 Umwelt, Naturschutz, Bau und Reaktorsicherheit",NULL,NULL,NULL,NULL,NULL,NULL,"Umwelt;Energie",NULL,"2014-01-31",4,"Umwelt, Naturschutz, Bau und Reaktorsicherheit","TOP 1"
13788,18,12,"TOP 1 Bildung und Forschung",NULL,NULL,NULL,NULL,NULL,NULL,"Bildung und Erziehung",NULL,"2014-01-31",5,"Bildung und Forschung","TOP 1"
13789,18,12,"TOP ZP 1 Vereinbarte Debatte zur Situation in der Ukraine",NULL,NULL,NULL,NULL,NULL,NULL,"Europapolitik und Europäische Union;Außenpolitik und internationale Beziehungen;Gesellschaftspolitik, soziale Gruppen;Verteidigung",NULL,"2014-01-31",6,"Vereinbarte Debatte zur Situation in der Ukraine","TOP ZP 1"
13790,18,13,"TOP 1 Befragung der Bundesregierung","beendet","<div class=""bt-top-collapse collapse"">
                Thema:  Bericht der Bundesregierung zur  internationalen Kooperation in Bildung,  Wissenschaft und Forschung 2014 -2016
                              </div>","1","Befragung der Bundesregierung",26,2017,"Sonstiges",50,"2014-02-12",1,"Befragung der Bundesregierung","TOP 1"
13791,18,13,"TOP 2 Fragestunde","beendet","<div class=""bt-top-collapse collapse"">
                Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/128/1812876.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12876 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12876</a>
                              </div>","2","Fragestunde",26,2017,"Sonstiges",105,"2014-02-12",3,"Fragestunde","TOP 2"
13792,18,13,"TOP ZP 1 Aktuelle Stunde zur Steuerhinterziehung",NULL,NULL,NULL,NULL,NULL,NULL,"Öffentliche Finanzen, Steuern und Abgaben",NULL,"2014-02-12",4,"Aktuelle Stunde zur Steuerhinterziehung","TOP ZP 1"
13793,18,14,"TOP 3 Jahreswirtschaftsbericht",NULL,NULL,NULL,NULL,NULL,NULL,"Wirtschaft",NULL,"2014-02-13",1,"Jahreswirtschaftsbericht","TOP 3"
13794,18,14,"TOP 4, ZP 2 Bundeswehreinsatz ISAF",NULL,NULL,NULL,NULL,NULL,NULL,"Verteidigung;Europapolitik und Europäische Union;Außenpolitik und internationale Beziehungen",NULL,"2014-02-13",2,"Bundeswehreinsatz ISAF","TOP 4, ZP 2"
13795,18,14,"TOP 5, ZP 3 Sicherung der Oppositionsrechte",NULL,NULL,NULL,NULL,NULL,NULL,"Staat und Verwaltung;Politisches Leben, Parteien",NULL,"2014-02-13",3,"Sicherung der Oppositionsrechte","TOP 5, ZP 3"
13796,18,14,"TOP ZP 5 Aktuelle Stunde zum Stromnetzausbau",NULL,NULL,NULL,NULL,NULL,NULL,"Energie;Umwelt",NULL,"2014-02-13",7,"Aktuelle Stunde zum Stromnetzausbau","TOP ZP 5"
13797,18,14,"TOP 7 Bundeswehreinsatz EUTM Mali",NULL,NULL,NULL,NULL,NULL,NULL,"Verteidigung;Europapolitik und Europäische Union;Außenpolitik und internationale Beziehungen",NULL,"2014-02-13",8,"Bundeswehreinsatz EUTM Mali","TOP 7"
13798,18,14,"TOP 8 Ausschuss Digitale Agenda",NULL,NULL,NULL,NULL,NULL,NULL,"Medien, Kommunikation und Informationstechnik;Gesellschaftspolitik, soziale Gruppen",NULL,"2014-02-13",9,"Ausschuss Digitale Agenda","TOP 8"
13799,18,14,"TOP 9, ZP 6 Untersuchungsausschuss NSA",NULL,NULL,NULL,NULL,NULL,NULL,"Außenpolitik und internationale Beziehungen;Gesellschaftspolitik, soziale Gruppen;Innere Sicherheit;Medien, Kommunikation und Informationstechnik;Staat und Verwaltung",NULL,"2014-02-13",10,"Untersuchungsausschuss NSA","TOP 9, ZP 6"
13800,18,14,"TOP 10 ERP-Wirtschaftsplangesetz 2014",NULL,NULL,NULL,NULL,NULL,NULL,"Staat und Verwaltung;Wirtschaft;Öffentliche Finanzen, Steuern und Abgaben",NULL,"2014-02-13",11,"ERP-Wirtschaftsplangesetz 2014","TOP 10"
13801,18,14,"TOP 11 Rezeptfreie Pille danach",NULL,NULL,NULL,NULL,NULL,NULL,"Gesellschaftspolitik, soziale Gruppen;Gesundheit",NULL,"2014-02-13",12,"Rezeptfreie Pille danach","TOP 11"
13802,18,14,"TOP 12 Menschen- und Bürgerrechte im Sport",NULL,NULL,NULL,NULL,NULL,NULL,"Sport, Freizeit und Tourismus;Gesellschaftspolitik, soziale Gruppen",NULL,"2014-02-13",13,"Menschen- und Bürgerrechte im Sport","TOP 12"
13803,18,15,"TOP ZP 7, ZP 8, ZP 9 Abgeordnetengesetz",NULL,NULL,NULL,NULL,NULL,NULL,"Politisches Leben, Parteien",NULL,"2014-02-14",1,"Abgeordnetengesetz","TOP ZP 7, ZP 8, ZP 9"
13804,18,15,"TOP 14 Demokratie verteidigen",NULL,NULL,NULL,NULL,NULL,NULL,"Gesellschaftspolitik, soziale Gruppen",NULL,"2014-02-14",2,"Demokratie verteidigen","TOP 14"
13805,18,15,"TOP 15 Konzerninsolvenzen",NULL,NULL,NULL,NULL,NULL,NULL,"Wirtschaft;Öffentliche Finanzen, Steuern und Abgaben",NULL,"2014-02-14",3,"Konzerninsolvenzen","TOP 15"
13806,18,15,"TOP 16 BAföG-Reform",NULL,NULL,NULL,NULL,NULL,NULL,"Gesellschaftspolitik, soziale Gruppen;Bildung und Erziehung",NULL,"2014-02-14",4,"BAföG-Reform","TOP 16"
13807,18,16,"TOP 1 Fragestunde",NULL,NULL,NULL,NULL,NULL,NULL,"Sonstiges",NULL,"2014-02-19",1,"Fragestunde","TOP 1"
13808,18,16,"TOP ZP 1 Aktuelle Stunde","beendet","<div class=""bt-top-collapse collapse"">
                Aktuelle Stunde<br>auf Verlangen der Fraktion DIE LINKE.<br>Haltung der Bundesregierung zu aktuellen Armuts- und Reichtumsstudien
                              </div>","ZP 1","Aktuelle Stunde",4,2016,"Sonstiges",65,"2014-02-19",2,"Aktuelle Stunde","TOP ZP 1"
13809,18,17,"TOP ZP 3 Vereinbarte Debatte zur Lage in der Ukraine","beendet","<div class=""bt-top-collapse collapse"">
                ZP 3) Vereinbarte Debatte
<br>zur Lage in der Ukraine
                              </div>","ZP 3","Vereinbarte Debatte zur Lage in der Ukraine",8,2014,"Außenpolitik und internationale Beziehungen",80,"2014-02-20",2,"Vereinbarte Debatte zur Lage in der Ukraine","TOP ZP 3"
